	Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
2910	DisGeNET	Accessory kidney	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	DVL1
2911	DisGeNET	Acinar cell carcinoma of pancreas	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	APC
2912	DisGeNET	Acute respiratory disease	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GSTM1
2913	DisGeNET	Adamantinoma	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GNAS
2914	DisGeNET	Adiponectin Deficiency	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ADIPOR1
2915	DisGeNET	Adrenal incidentaloma	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NR3C1
2916	DisGeNET	Agenesis of punctum lacrimale	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FGFR2
2917	DisGeNET	Alcohol-Induced Disorders	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GSTM1
2918	DisGeNET	Alveolar capillary dysplasia	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ACD
2919	DisGeNET	Ankylosis	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FGFR2
2920	DisGeNET	anxiety generalized	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	APP
2921	DisGeNET	Aplasia/Hypoplasia of the distal phalanges of the hand	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FIG4
2922	DisGeNET	Arcus juvenilis	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	APOE
2923	DisGeNET	As If Personality	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ELMOD1
2924	DisGeNET	Asymmetric growth	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NRAS
2925	DisGeNET	Asymmetrical skull	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FGFR2
2926	DisGeNET	Asymmetry of head	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NRAS
2927	DisGeNET	ATRIAL SEPTAL DEFECT 1	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	SNAP25
2928	DisGeNET	Axonal regeneration	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GDAP1
2929	DisGeNET	Bacteriuria	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ATG16L1
2930	DisGeNET	BARDET-BIEDL SYNDROME 11	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	TRIM32
2931	DisGeNET	Bat ear	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CCNQ
2932	DisGeNET	Benign neoplasm of prostate	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FKBP4
2933	DisGeNET	Bicoronal synostosis	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FGFR2
2934	DisGeNET	Bifid nasal tip	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ATP6V1B2
2935	DisGeNET	Bifid uterus	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CREBBP
2936	DisGeNET	Bile duct adenoma	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	BRAF
2937	DisGeNET	Biliary papillomatosis	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FGFR2
2938	DisGeNET	Biotinidase Deficiency	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NME1
2939	DisGeNET	Blood group deletion syndrome	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	DMD
2940	DisGeNET	Blood Sedimentation	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	TMEM50A
2941	DisGeNET	Body temperature instability	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	DDC
2942	DisGeNET	Bone marrow biopsy shows erythroid hyperplasia	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GLRX5
2943	DisGeNET	Bone marrow smear shows erythroid hyperplasia	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GLRX5
2944	DisGeNET	Bonnevie-Ullrich Syndrome	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	SOD2
2945	DisGeNET	Brain Stem Neoplasms	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CDK4
2946	DisGeNET	Broad columella	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ATP6V1E1
2947	DisGeNET	Broad phalanx	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	RAB33B
2948	DisGeNET	Bulbospinal Neuronopathy	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PRNP
2949	DisGeNET	Bulbous tip of nose	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	AUTS2
2950	DisGeNET	Cardiac rhabdomyoma	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	TSC2
2951	DisGeNET	carotid disease	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PRNP
2952	DisGeNET	Central Apnea	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	BDNF
2953	DisGeNET	Cerebral Autosomal Recessive Arteriopathy with Subcortical Infarcts and Leukoencephalopathy	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	HTRA1
2954	DisGeNET	Cerebral hypoplasia	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	TCF4
2955	DisGeNET	Cessation of head growth	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	EIF2B2
2956	DisGeNET	Childhood-onset truncal obesity	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PCSK1
2957	DisGeNET	Childhood Ganglioglioma	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	BRAF
2958	DisGeNET	Childhood Malignant Liver Neoplasm	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PSMD10
2959	DisGeNET	Chronic stable plaque psoriasis	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GSTM1
2960	DisGeNET	Classic Maple Syrup Urine Disease	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PPM1K
2961	DisGeNET	Cochlear malformation	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	KCNJ10
2962	DisGeNET	Congenital hypoplastic anemia	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	RPS19
2963	DisGeNET	Congenital immunodeficiency disease	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	DLD
2964	DisGeNET	Congenital lamellar cataract	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CRYAB
2965	DisGeNET	Congenital muscular hypertrophy-cerebral syndrome	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NIPBL
2966	DisGeNET	Congenital premature fusion	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FGFR2
2967	DisGeNET	Cornea plana	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PPP3CB
2968	DisGeNET	Cornelia de Lange Syndrome 3	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NIPBL
2969	DisGeNET	Cowpox	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	USO1
2970	DisGeNET	Cryptogenic sexual precocity	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GNAS
2971	DisGeNET	Deaf-Blind Disorders	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	OPA1
2972	DisGeNET	Decreased circulating progesterone	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	EIF2B2
2973	DisGeNET	Decreased Libido	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GRIK2
2974	DisGeNET	Decreased mean corpuscular volume	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GLRX5
2975	DisGeNET	Decreased methionine synthase activity	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	LMBRD1
2976	DisGeNET	Decreased methylcobalamin	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	LMBRD1
2977	DisGeNET	Decreased size of facial bones	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FIG4
2978	DisGeNET	Deficiency of oxidase	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ACOX1
2979	DisGeNET	Delusional disorder	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	DPYSL2
2980	DisGeNET	Diamond-Blackfan Anemia 1	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	RPS19
2981	DisGeNET	Dilatated internal auditory canal	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GJB6
2982	DisGeNET	Discitis	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	RNF34
2983	DisGeNET	Disorder of soft tissue	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NPEPPS
2984	DisGeNET	Distal motor neuropathy	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	COASY
2985	DisGeNET	Distal upper limb amyotrophy	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	INF2
2986	DisGeNET	Dull burning sensation with urination	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CISD2
2987	DisGeNET	Duplication of phalanx of hallux	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CREBBP
2988	DisGeNET	Dyschromatosis universalis hereditaria	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	SASH1
2989	DisGeNET	Dysuria	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CISD2
2990	DisGeNET	Early Inflammatory Arthritis	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CTSL
2991	DisGeNET	edema disease	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	SDCBP
2992	DisGeNET	End stage renal disease due to hypertension	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	MYH9
2993	DisGeNET	Endometrial neoplasm malignant metastatic	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FGFR2
2994	DisGeNET	Episodic hypertension	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	SDHD
2995	DisGeNET	Equinovalgus deformity	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	B3GAT3
2996	DisGeNET	Expressed Emotion	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NRG1
2997	DisGeNET	Exudative vitreoretinopathy	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	TSPAN12
2998	DisGeNET	Familial neurocardiogenic syncope	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GNAS
2999	DisGeNET	Familial Thrombotic Thrombocytopenic Purpura	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	F3
3000	DisGeNET	Familial Tremor	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GABRA1
3001	DisGeNET	Fetal hydantoin syndrome	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CREBBP
3002	DisGeNET	Flattening of facial bones	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FIG4
3003	DisGeNET	Focal white matter lesions	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	TSC2
3004	DisGeNET	Follicular hyperplasia	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NRAS
3005	DisGeNET	Fused labia minora	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FGFR2
3006	DisGeNET	Gastrointestinal dysmotility	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	B2M
3007	DisGeNET	Genomic Instability	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FBXW7
3008	DisGeNET	GLIOMA SUSCEPTIBILITY 1	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	H3F3A
3009	DisGeNET	Glutaric acidemia	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ETFB
3010	DisGeNET	Granuloma Annulare	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	BRAF
3011	DisGeNET	Heavy Chain Disease	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	MAL
3012	DisGeNET	Hemodynamic instability	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NR3C1
3013	DisGeNET	Hepatoblastoma Caused By Somatic Mutation	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	MTUS1
3014	DisGeNET	Hereditary bundle branch system defect	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	SCN1B
3015	DisGeNET	Hereditary Hyperexplexia	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GLRB
3016	DisGeNET	HERMANSKY-PUDLAK SYNDROME 2	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GOLPH3
3017	DisGeNET	Heterotopic Ossification	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GNAS
3018	DisGeNET	HHH syndrome	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	OAT
3019	DisGeNET	Hyperplasia of columella	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ATP6V1E1
3020	DisGeNET	Hyperplasia of nasal tip	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	AUTS2
3021	DisGeNET	Hypertrophy of nasal tip	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	AUTS2
3022	DisGeNET	Hypertrophy of tonsils	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	AKT2
3023	DisGeNET	Hypoplastic facial bones	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FIG4
3024	DisGeNET	Hypotrophic facial bones	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FIG4
3025	DisGeNET	Inappropriate laughter	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	MAPT
3026	DisGeNET	Increased serum bile acid concentration	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	TALDO1
3027	DisGeNET	Infection by Wuchereria bancrofti	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	HSPA8
3028	DisGeNET	Interleukin 17 Measurement	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ANKS1B
3029	DisGeNET	Intermediate Maple Syrup Urine Disease	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PPM1K
3030	DisGeNET	Intermittent Maple Syrup Urine Disease	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PPM1K
3031	DisGeNET	Intestinal-Type Sinonasal Adenocarcinoma	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	BRAF
3032	DisGeNET	Intracranial Atherosclerosis	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	APOE
3033	DisGeNET	Intraductal papillary-mucinous adenoma	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GAPDH
3034	DisGeNET	Joubert syndrome with ocular defect	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	AHI1
3035	DisGeNET	Keratitis-Ichthyosis-Deafness Syndrome	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GJB6
3036	DisGeNET	Length dependent motor neuropathy	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	COASY
3037	DisGeNET	LIPOPROTEIN GLOMERULOPATHY	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	APOE
3038	DisGeNET	Long upper lip	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	TRPS1
3039	DisGeNET	Malformation of cranial vault shape	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NRAS
3040	DisGeNET	Malformation of cranium shape	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NRAS
3041	DisGeNET	Malformation of head shape	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NRAS
3042	DisGeNET	Malformation of skull shape	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FGFR2
3043	DisGeNET	Melanoma-Associated Retinopathy	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	IMMT
3044	DisGeNET	Meningoencephalocele	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	LARGE1
3045	DisGeNET	Microcytosis	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GLRX5
3046	DisGeNET	Miller Fisher Syndrome	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PSMB6
3047	DisGeNET	Mixed dementia	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	APOE
3048	DisGeNET	Motor axonal neuropathy	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	COASY
3049	DisGeNET	Mucopolysaccharidosis VI	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ARSB
3050	DisGeNET	Multiple Chemical Sensitivity	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	SOD2
3051	DisGeNET	Neonatal breathing dysregulation	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	AHI1
3052	DisGeNET	Neonatal respiratory failure	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	TRPS1
3053	DisGeNET	NESTOR-GUILLERMO PROGERIA SYNDROME	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	BANF1
3054	DisGeNET	Northern epilepsy syndrome	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CSTB
3055	DisGeNET	Notched nasal tip	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ATP6V1B2
3056	DisGeNET	Numerous pigmented freckles	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	MYH9
3057	DisGeNET	Obsessive-compulsive trait	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FMR1
3058	DisGeNET	Opsoclonus	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NME1
3059	DisGeNET	Other specified senile psychotic conditions	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	BAX
3060	DisGeNET	Pallister-Killian syndrome	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	UQCRB
3061	DisGeNET	Palmar telangiectasia	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	TCF4
3062	DisGeNET	Papillary and follicular adenocarcinoma	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	BRAF
3063	DisGeNET	Papillary urothelial carcinoma	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ZEB2
3064	DisGeNET	Parietal bossing	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PTPN11
3065	DisGeNET	Partial/complete duplication of the phalanges of the hallux	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CREBBP
3066	DisGeNET	Perinatal Subarachnoid Hemorrhage	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	ADORA1
3067	DisGeNET	Pigment dispersion syndrome (disorder)	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PTGDS
3068	DisGeNET	Pneumonia in children	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GSTM1
3069	DisGeNET	Poor fine motor coordination	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FMR1
3070	DisGeNET	Premature development of the breasts	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CREBBP
3071	DisGeNET	prenatal alcohol exposure	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NTRK2
3072	DisGeNET	Primary Cutaneous B-Cell Non-Hodgkin Lymphoma	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	APOE
3073	DisGeNET	Prominent nasal tip	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	AUTS2
3074	DisGeNET	Protein-Energy Malnutrition	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	COX4I1
3075	DisGeNET	Proteus Syndrome	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	TSC2
3076	DisGeNET	Pseudobulbar behavioral symptoms	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FUS
3077	DisGeNET	Pure hereditary spastic paraplegia	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PNPLA6
3078	DisGeNET	Pyramidal tract dysfunction	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FIG4
3079	DisGeNET	Rectal polyp	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	APC
3080	DisGeNET	Recurrent cutaneous abscess formation	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PSENEN
3081	DisGeNET	Recurrent infection of the gastrointestinal tract	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NFKBIA
3082	DisGeNET	Reduced factor XI activity	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	MGAT2
3083	DisGeNET	Renal cortical microcysts	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PEX2
3084	DisGeNET	Renal potassium wasting	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	KCNJ10
3085	DisGeNET	Reticulate acropigmentation of Kitamura	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	POGLUT1
3086	DisGeNET	Retinal pigment epithelium atrophy	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	HTRA1
3087	DisGeNET	Rheumatoid Vasculitis	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CX3CL1
3088	DisGeNET	RIPPLING MUSCLE DISEASE 1	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	CDC42BPA
3089	DisGeNET	Rotary Nystagmus	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PLP1
3090	DisGeNET	Scleritis	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	MYDGF
3091	DisGeNET	Secondary glaucoma	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	TTR
3092	DisGeNET	Secondary malignant neoplasm of prostate	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NDRG1
3093	DisGeNET	Secondary Peritonitis	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GSK3B
3094	DisGeNET	Sequoiosis	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GNAO1
3095	DisGeNET	SeSAME syndrome	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	KCNJ10
3096	DisGeNET	Severe autosomal recessive muscular dystrophy of childhood - North African type (disorder)	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	DMD
3097	DisGeNET	Severe platyspondyly	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PAM16
3098	DisGeNET	Short 5th metacarpal	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	GNAS
3099	DisGeNET	Short fourth metatarsal	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PHYH
3100	DisGeNET	Sitosterolemia	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	HMGCR
3101	DisGeNET	Sleep-wake cycle disturbance	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	APOE
3102	DisGeNET	Small cell carcinoma of esophagus	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	PAK1
3103	DisGeNET	Small thenar eminence	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	FGFR2
3104	DisGeNET	Snowflake vitreoretinal degeneration	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	NEFL
3105	DisGeNET	Somatostatinoma	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	EPAS1
3106	DisGeNET	Spastic Paraplegia Type 7	1/6	0.4869349549321394	0.999995466824682	0	0	1.700570342205323	1.2237724692529366	APP
